elapsed_s,power_w,gpu_use_pct,vram_used_mb,vram_total_mb
219.178,139.091,99.0,1469.1171875,32768.0
219.603,140.028,99.0,1477.1015625,32768.0
220.056,140.009,99.0,1489.11328125,32768.0
220.527,140.033,99.0,1501.11328125,32768.0
221.023,140.02,99.0,1509.10546875,32768.0
221.492,140.015,99.0,1521.11328125,32768.0
221.968,139.098,99.0,1533.1015625,32768.0
222.459,140.023,99.0,1541.0859375,32768.0
222.985,140.009,99.0,1553.1015625,32768.0
223.466,140.024,99.0,1565.10546875,32768.0
223.927,140.013,99.0,1577.1015625,32768.0
224.35,140.001,99.0,1585.09375,32768.0
224.789,140.005,99.0,1593.1015625,32768.0
225.261,140.005,99.0,1605.1015625,32768.0
225.671,140.007,99.0,1613.10546875,32768.0
226.171,140.022,99.0,1625.1015625,32768.0
226.688,140.022,99.0,1637.10546875,32768.0
227.124,140.024,99.0,1645.1015625,32768.0
227.54,140.028,100.0,1657.109375,32768.0
228.028,140.011,99.0,1665.1015625,32768.0
228.463,140.005,100.0,1677.109375,32768.0
228.946,140.005,100.0,1689.09765625,32768.0
229.418,140.003,99.0,1697.10546875,32768.0
229.885,139.098,99.0,1709.09765625,32768.0
230.352,140.012,99.0,1721.11328125,32768.0
230.845,139.078,99.0,1729.09765625,32768.0
231.265,139.097,99.0,1737.09765625,32768.0
231.745,139.087,99.0,1745.109375,32768.0
232.135,140.003,99.0,1757.09765625,32768.0
232.56,139.076,99.0,1617.19140625,32768.0
232.962,138.025,99.0,1625.18359375,32768.0
233.349,138.026,100.0,1633.19140625,32768.0
233.742,138.058,99.0,1645.1796875,32768.0
234.139,137.051,100.0,1653.1796875,32768.0
234.504,134.099,99.0,1661.18359375,32768.0
234.896,131.016,99.0,1669.171875,32768.0
235.256,123.095,99.0,1677.16796875,32768.0
235.623,113.077,99.0,1737.18359375,32768.0
235.993,98.075,99.0,1745.16796875,32768.0
236.355,92.086,100.0,1751.17578125,32768.0
236.726,84.053,100.0,1759.16796875,32768.0
237.087,78.018,100.0,1767.16015625,32768.0
237.457,73.068,100.0,1775.16796875,32768.0
237.826,88.014,100.0,1783.4140625,32768.0
238.216,100.056,100.0,1793.39453125,32768.0
238.583,101.032,99.0,1781.08984375,32768.0
238.956,95.097,100.0,1789.07421875,32768.0
239.32,92.091,100.0,1797.078125,32768.0
